cell_id,avg_area,avg_perimeter,avg_angle,avg_circularity,avg_segment_length,total_path_length,avg_orientation,euclidean_distance,avg_speed,avg_velocity,avg_directedness,avg_turn_angle,avg_direction_autocorrelation,avg_solidity
1,1625.3557065,211.083839515,1.14154898,0,0.9599187653757155,191.02383430976758,-0.6530140643505734,13.70668715721702,1.7784282400371105,0.4132669494638298,-0.4902111612925844,14.369784946525956,0.06208709556963647,0.695427165
2,867.581487,130.96539895,-0.15533165999999995,1,1.2462890485832414,248.01152066806506,-0.5294970305769326,31.736538569300823,0.963838697588118,0.9568805598784168,0.40787654282276287,-3.5545029428579284,0.06110865038808079,-2.3894754000000002
3,199.102545,50.74732294,0.72368487,2,1.1387341152267239,226.60808893011807,-0.05676524956596159,59.6767287837811,4.435600209327815,1.7992983552898825,-0.8606756080249385,0.2408518280867077,0.028223992924220516,45.128867389999996
4,922.6497465,126.35459292499999,-0.838844395,3,0.9087523704938277,180.84172172827172,-0.5330393220410539,30.00426984344394,0.9312121129315947,0.9046513520636364,-0.0067102010187932255,0.9507468319156902,0.0291680012410355,36.200603429999994
